id,domain,topic,subtopic,template
PHYS.3.5,Physics: Electromagnetism,Optics,Polarization and Dispersion,definition
PHYS.3.5,Physics: Electromagnetism,Optics,Lasers and Laser Physics,definition
PHYS.3.4,Physics: Electromagnetism,Circuit Theory and Electrical Applications,"Semiconductors, Diodes, and Transistors",definition
PHYS.4.2,Physics: Thermodynamics & Statistical Mechanics,Thermodynamic Processes and Cycles,"Heat Transfer: Conduction, Convection, Radiation",definition
PHYS.4.2,Physics: Thermodynamics & Statistical Mechanics,Thermodynamic Processes and Cycles,Non-Equilibrium Thermodynamics,definition
PHYS.5.4,Physics: Quantum Mechanics,Advanced Quantum Topics,Perturbation Theory and Approximation Methods,definition
CHEM.5.3,Chemistry: Physical Chemistry,Quantum Chemistry,Spectroscopy and Molecular Spectra,definition
BIO.1.2,Biology & Life Sciences: Foundations,Chemistry of Life,Enzyme Structure and Catalysis,definition
BIO.3.2,Biology & Life Sciences: Genetics & Molecular Biology,Molecular Genetics,CRISPR and Gene Editing Technologies,definition
BIO.6.1,Biology & Life Sciences: Evolution & Biodiversity,Evolutionary Theory,Coevolution and Biogeography,definition
BIO.7.1,Biology & Life Sciences: Ecology & Environmental Biology,Fundamentals of Ecology,Ecosystem Modeling and Urban Ecology,definition
CS.2.1,"Computer Science & Technology: Programming, Data Structures & Software Development",Programming Fundamentals,Memory Management and Data Types,definition
CS.2.2,"Computer Science & Technology: Programming, Data Structures & Software Development",Data Structures & Algorithms,"Advanced Algorithm Design (Divide & Conquer, Dynamic Programming, Greedy Algorithms)",definition
CS.3.2,Computer Science & Technology: Systems & Architecture,Operating Systems & System Software,"Security, Virtualization, and Containerization",definition
CS.4.2,Computer Science & Technology: Theory of Computation & Formal Languages,Computational Complexity,Undecidability and Recursive Functions,definition
ENG.2.1,Engineering: Core Engineering Disciplines,Mechanical Engineering,Industrial and Systems Engineering Principles,definition
ENG.3.3,Engineering: Interdisciplinary and Emerging Fields,Aerospace and Automotive Engineering,Autonomous and Electric Vehicles,definition
ENG.3.3,Engineering: Interdisciplinary and Emerging Fields,Aerospace and Automotive Engineering,Advanced Materials for Aerospace,definition
ENG.3.2,Engineering: Interdisciplinary and Emerging Fields,Biomedical and Environmental Engineering,Genetic Engineering and Biomechanics,definition
BUS.1.2,"Business, Management & Economics: Foundations & Basic Concepts",Basic Economic Principles,Marginal Analysis and Market Structures,definition
BUS.3.7,"Business, Management & Economics: Advanced Topics & Specialized Areas","Innovation, Entrepreneurship, and Emerging Technologies",Social Entrepreneurship and Ethical Startups,definition
PHIL.3.3,Philosophy & Critical Thinking: Major Branches of Philosophy,Ethics and Moral Philosophy,Environmental Ethics,definition
PHIL.3.6,Philosophy & Critical Thinking: Major Branches of Philosophy,Logic and Philosophy of Language,Philosophy of Science,definition
PHIL.3.6,Philosophy & Critical Thinking: Major Branches of Philosophy,Logic and Philosophy of Language,Philosophy of Religion,definition
HIST.7.5,History: Specialized Areas and Thematic Studies,"History of Science, Technology, and Medicine",History of Medicine and Public Health,definition
ARTS.3,Arts & Literature,Historical & Cultural Surveys,Film Studies and Cinematic Arts,definition
ARTS.3,Arts & Literature,Historical & Cultural Surveys,Architecture and Design,definition
ENV.5,Environmental Science & Sustainability,Sustainability & Renewable Solutions,Life-Cycle Assessment and Environmental Impact Analysis,definition
MED.3,Medicine & Health,Clinical Medicine & Patient Care,Dermatology and Ophthalmology,definition
DIY.1,"DIY, Crafts & Cooking",Foundations & Core Principles,"Digital Fabrication (3D Printing, CNC)",definition
WELL.2,"Health, Fitness & Lifestyle",Physical Fitness & Exercise,Ergonomics and Workplace Health,definition
SPIR.3,Spirituality & Religion,Interpretative Approaches & Analysis,Philosophy of Religion and Secularism,definition
CHEM.3.3,Chemistry: Inorganic Chemistry,Transition Metal and Coordination Chemistry,Bioinorganic Chemistry,definition
CHEM.3.3,Chemistry: Inorganic Chemistry,Transition Metal and Coordination Chemistry,Cluster and Nanochemistry,definition
CHEM.4.2,Chemistry: Organic Chemistry,Reaction Mechanisms and Reactivity,Heterocyclic and Aromatic Compounds,definition
CHEM.4.5,Chemistry: Organic Chemistry,Polymers and Macromolecules,Biopolymers and Synthetic Polymers,definition
CHEM.5.1,Chemistry: Physical Chemistry,Thermodynamics,Statistical Thermodynamics,definition
CHEM.5.3,Chemistry: Physical Chemistry,Quantum Chemistry,Spectroscopy and Molecular Spectra,definition
CHEM.6.3,Chemistry: Analytical Chemistry,Modern Instrumental Methods,Electroanalytical Methods,definition
CHEM.6.3,Chemistry: Analytical Chemistry,Modern Instrumental Methods,Mass Spectrometry,definition
CHEM.7.2,Chemistry: Biochemistry & Molecular Chemistry,Metabolism and Bioenergetics,Bioenergetics and Metabolic Pathways,definition
CHEM.8.2,Chemistry: Advanced & Interdisciplinary Topics,Environmental and Green Chemistry,Supramolecular Chemistry,definition
CHEM.8.2,Chemistry: Advanced & Interdisciplinary Topics,Environmental and Green Chemistry,Atmospheric and Environmental Chemistry,definition
